Name,Department,Rating,Difficulty,Number of Reviews,Would Take Again
Cammeron Girvin,Slavic Languages & Literatures,4.1,3.5,4.0,
Oran Gannot,Mathematics,5.0,4.0,1.0,
Rachel Trocchio,English,5.0,1.7,3.0,
Ana Casereto,Anthropology,5.0,1.0,1.0,
Margarita Gordon,Comparative Literature,4.0,4.1,10.0,67%
Charlie Ferguson,Social Welfare,5.0,3.0,1.0,
Conrad Hengesbach,Mathematics,5.0,3.3,3.0,
Raymond Lifchez,Architecture,4.5,2.0,2.0,100%
Ozge Ugurlu,Psychology,,,,
Karen I-Hao Li,Chinese,3.8,2.4,17.0,0%
Robert Noe,Philosophy,,,,
Raveevarn Choksombatchai,Architecture,2.3,4.6,10.0,100%
John Kihlstrom,Psychology,3.9,2.9,79.0,100%
John Radke,Landscape Architecture & Regional Planning,3.3,3.1,13.0,50%
Norman Miller,Geography,3.3,3.7,6.0,50%
Kathleen Donegan,English,5.0,3.0,26.0,84%
Diana Negrin Da Silva,Geography,5.0,1.9,6.0,100%
Charisma Acey,Landscape Architecture & Regional Planning,3.0,2.5,2.0,0%
Frank Giampietro,Nuclear Engineering,,,,
Pietro Calogero,City & Regional Planning,5.0,4.0,1.0,100%
Lilith Acadia,Rhetoric,5.0,4.0,1.0,100%
Branden Saenz,Mathematics,,,,
Matthew Oltman,Music,5.0,2.5,2.0,100%
Karen Llagas,Tagalog,5.0,1.3,5.0,100%
Vinitra Swamy,Computer Science,5.0,3.7,3.0,100%
Christine Philliou,History,4.3,3.0,4.0,100%
Chris Shannon,Economics,4.0,3.8,4.0,100%
Kelly Beuchene,Psychology,5.0,3.0,1.0,100%
Ching-Fu Chang,Civil Engineering,,,,
Yi-Chuan Lu,Physics,,,,
David Brillinger,Statistics,,,,
Joesph Hellerstein,Computer Science,3.8,4.0,4.0,67%
Caleb Luna,Theatre & Dance,,,,
Kyle Hamilton,Information Systems,,,,
Douglas Hughes,Information Systems,,,,
D.A. Miller,English,3.9,4.1,22.0,50%
Madelline Pruitt,English,5.0,2.0,1.0,100%
Joellen Shively,Sociology,4.0,2.0,15.0,100%
Carson Li,Mathematics,5.0,1.0,21.0,100%
Bilal Bagis,Economics,3.7,3.0,3.0,67%
Steven Goldsmith,English,5.0,3.3,33.0,86%
Jovan Lewis,African-American Studies,5.0,3.5,2.0,100%
Jeffrey Kuan,Mathematics,5.0,3.0,1.0,100%
Yaniv Konchitchki,Business Administration,5.0,3.9,12.0,100%
Seiko Kosaka,Japanese,5.0,2.5,7.0,100%
David Robinson,Business Administration,3.5,3.1,161.0,63%
Danny Neece,"Art, Media, & Design",,,,
Donatella Taurasi,Business Administration,,,,
Sahara Lopez,Education,,,,
Dmitry Taubinsky,Economics,1.2,4.0,4.0,0%
Ana Rojas,English,4.7,4.0,3.0,50%
Simone Stirner,Comparative Literature,5.0,3.0,1.0,100%
Franck Bedrossian,Music,1.0,3.0,1.0,0%
Hertha Sweet-Wong,English,4.1,2.1,13.0,60%
Marc Khoury,Electrical Engineering,,,,
Yan Zhang,Mathematics,5.0,5.0,1.0,100%
John Hayes,Near Eastern Studies,4.3,3.6,36.0,86%
Daniel Rodriguez,City & Regional Planning,5.0,3.0,1.0,100%
Tomomi Kinukawa,Women's Studies,,,,
Stephanie Farmer,Linguistics,4.0,2.0,1.0,100%
Yuriy Gorodnichenko,Economics,3.0,4.0,9.0,80%
Cecilia Mo,Political Science,3.0,4.0,1.0,0%
Thomas Devine,Materials Science,3.8,3.3,16.0,100%
Douglas Epps,Social Welfare,5.0,4.0,2.0,100%
Nicole Rosner,Anthropology,5.0,1.0,1.0,100%
Shari Paladino,Art Media amp Design,5.0,2.8,17.0,95%
James Analytis,Physics,4.3,3.3,6.0,84%
Candace Johnson,Music,3.3,3.0,11.0,72%
Joseph Orenstein,Physics,4.1,3.5,11.0,80%
Mark Brilliant,History,3.8,3.9,40.0,90%
James Stone,Music,5.0,3.0,4.0,100%
Morgan King,Classics,3.0,4.0,1.0,0%
Karen Davies,MolecularCellular Biology,1.6,4.4,8.0,13%
Daniel Robert,History,3.6,2.9,8.0,63%
Chunhong Xie,Chinese,5.0,3.0,2.0,100%
Jay Keasling,Chemical Engineering,5.0,3.0,1.0,100%
Bob Fischer,Biology,4.4,3.0,30.0,100%
William Ibbs,Civil Engineering,3.5,2.6,5.0,100%
Jacqueline Asher,Women's Studies,5.0,3.0,1.0,100%
Marco Cenzatti,Architecture,3.0,3.2,6.0,34%
Gary Wedemeyer,Biology,5.0,3.0,1.0,100%
Gerard Ramm,English,5.0,2.0,1.0,100%
Margarita Boenig-Liptsin,History,5.0,3.0,1.0,100%
Kaoru Saigo,MolecularCellular Biology,,,,
Brandi Pearce,Business Administration,5.0,1.0,2.0,100%
Matthew Leister,Economics,3.0,4.0,1.0,0%
Chunmei Li,Chemistry,3.9,2.1,20.0,0%
Benjamin Swerdlow,Psychology,3.0,4.0,3.0,34%
Li Liu,Chinese,5.0,2.6,20.0,100%
Jessica Fisher,English,5.0,3.0,1.0,100%
Alex M. Saragoza,Ethnic Studies,4.4,2.8,64.0,67%
Erin Bennett,Comparative Literature,,,,
Sarah Vaughn,Anthropology,4.7,3.3,3.0,100%
Michael Nacht,Public Policy,5.0,1.0,1.0,100%
Duarte Pinheiro,Portuguese,4.3,3.0,4.0,50%
Ken Ueno,Music,2.2,3.3,4.0,25%
M Rieffel,Mathematics,2.9,2.7,24.0,0%
Colin Lacon,Business Administration,1.8,2.4,3.0,0%
Glynda Hull,Education,5.0,3.0,2.0,100%
Miriam Rodriguez,Spanish,1.0,5.0,1.0,
Amin Jazaeri,Physics,3.0,3.4,5.0,60%
Omar Davila,Education,,,,
Tyler Haddow,Philosophy,5.0,3.0,1.0,100%
Michael Smith,Mathematics,,,,
Hans Johansen,Chemistry,,,,
Seth Sanders,Electrical Engineering,4.5,3.3,6.0,80%
Weihong Bao,Film,2.0,4.3,3.0,34%
Minoo Moallem,Women's Studies,4.0,2.9,10.0,67%
Tina Trujillo,Education,1.0,3.0,1.0,0%
Anne-Lise Francois,English,3.1,3.1,21.0,75%
James Little,Physics,3.5,3.0,3.0,100%
Shannon Steen,Theatre & Dance,3.4,3.4,27.0,80%
William Weigel,Linguistics,4.0,2.0,4.0,75%
Elizabeth Schwall,History,4.7,3.0,7.0,100%
Gwen Kirkpatrick,Women's Studies,,,,
Gordon Rausser,Economics,2.3,3.7,55.0,23%
Katherina Kaiser,Political Science,,,,
Behnoosh Payvar,Legal Studies,,,,
Andrew Barbour,English,4.5,1.5,2.0,100%
Nancy Amy,Nutrition,3.6,2.4,75.0,100%
Burcu Tung,Anthropology,,,,
TJ Pempel,Political Science,3.3,3.4,46.0,49%
Jonah Levy,Political Science,4.4,3.4,27.0,86%
Joshua Blumenstock,Economics,4.8,4.1,14.0,100%
Tiffany Rasmussen,Business Administration,3.5,3.8,11.0,100%
Russell Vance,Biology,4.9,2.9,18.0,100%
Nathaniel Wolfson,Portuguese,,,,
Walter Hood,Landscape Architecture & Regional Planning,3.1,3.5,13.0,100%
Damien Donnelly,Chinese,5.0,3.9,7.0,100%
Kate O'Neill,Environmental Science,3.5,2.5,12.0,67%
Cihan Tugal,Sociology,3.8,4.0,30.0,48%
Paulo Monteiro,Civil Engineering,3.9,3.0,22.0,60%
Dorit Hochbaum,Industrial Engineering,2.8,3.6,15.0,20%
Shawn Shadden,Mechanical Engineering,4.6,3.6,9.0,100%
Ronald Rael,Architecture,,,,
Edward Lempert,Political Science,4.0,3.0,1.0,100%
Abhijeet Paul,East Asian Studies,4.4,2.0,10.0,80%
Daniela Kaufer,Biology,3.1,3.5,18.0,72%
Taeku Lee,Political Science,2.5,2.4,34.0,50%
Van Butsic,Environ. Sci. Policy  Mgmt.,4.4,3.8,3.0,100%
Whendee Silver,Environ. Sci. Policy & Mgmt.,3.6,4.0,8.0,100%
John Mundell,African-American Studies,5.0,3.0,2.0,100%
Miles Drawdy,English,4.0,3.0,5.0,80%
H. Horton,Japanese,1.5,4.5,4.0,0%
Nicholas Mills,Environmental Science,4.5,1.6,17.0,67%
Ethan Ligon,Economics,3.4,3.9,25.0,67%
Naroudinne El Karoui,Statistics,1.8,3.8,18.0,0%
Nathalie Khankan,Near Eastern Studies,4.0,3.3,7.0,86%
Henrike Lange,Art History,4.0,2.6,5.0,100%
Rachel Morello-Frosch,Environ. Sci. Policy & Mgmt.,3.7,3.2,9.0,60%
Michal Tamir,Legal Studies,,,,
Chi Li,Film,1.4,4.2,5.0,0%
David Landreth,English,5.0,3.3,40.0,95%
Briana Boaz,Environmental Science,,,,
Amber Sweat,French,5.0,2.4,3.0,100%
Daniel O'Neil,East Asian Studies,4.8,2.5,8.0,100%
Morris Hirsch,Mathematics,4.0,4.0,1.0,100%
Debarati Sanyal,French,4.0,3.3,16.0,75%
Vesna Rodic,French,5.0,2.9,9.0,100%
David Rich,Mechanical Engineering,2.1,3.6,15.0,30%
Ashton Wesner,History,2.7,3.7,3.0,34%
Karen Moller,Scandinavian,4.5,1.8,8.0,75%
Laura Tyson,Business Administration,3.3,3.3,3.0,
Kaitlin Forcier,Film,5.0,2.0,1.0,100%
Thomas McCullough,Business Administration,3.6,2.7,7.0,34%
Liwei Lin,Engineering,3.9,3.2,8.0,80%
Ann Swidler,Sociology,4.4,2.4,61.0,88%
Sarah Gold McBride,American Studies,5.0,2.9,11.0,100%
Kimiko Ryokai,International Studies,,,,
Raul Coronado,Ethnic Studies,3.5,3.4,9.0,72%
Partow Imani,Statistics,1.3,4.3,3.0,0%
Jessica Kaiser,Near Eastern Studies,,,,
Christina Romer,Economics,4.8,3.9,79.0,87%
Samuel Lucas,Sociology,2.0,3.0,33.0,67%
Emily MacKil,History,4.3,3.4,25.0,60%
Raymond Telles,Spanish,5.0,2.5,4.0,100%
Bill Chung,Data Science,,,,
Margot Szarke,Art History,5.0,2.5,10.0,100%
Deibi Sibrian,Environmental Science,5.0,2.0,2.0,100%
Karenjot Bhangoo Randhawa,Peace & Conflict Studies,4.4,2.9,31.0,83%
Gholam-Reza Ghahramani,Near Eastern Studies,5.0,2.1,9.0,100%
Kijoo Ko,Languages,5.0,2.8,3.0,100%
Jose Vazquez-Medina,Biology,4.5,2.1,7.0,100%
Zehlia Babaci-Wilhite,Education,4.5,3.1,20.0,85%
Michaela Mattes,Political Science,2.8,4.3,6.0,34%
Peter Jenks,Linguistics,4.9,3.8,21.0,100%
Penny Edwards,Asian Studies,3.8,2.5,7.0,67%
Caitlin Daniel,Sociology,5.0,3.3,5.0,100%
Kim Shelton,Classics,4.0,3.8,30.0,55%
Brian Baumann,East Asian Studies,4.4,3.0,16.0,100%
Gary Wren,Interdisciplinary Studies,3.6,2.9,48.0,34%
Libby Kao,English,,,,
Laura Waller,Electrical Engineering,4.9,3.6,4.0,100%
Hannah Zeavin,History,4.4,2.8,7.0,100%
Ramona Naddaff,Rhetoric,5.0,3.0,1.0,100%
Lizeng Zhang,Industrial Engineering,,,,
Rhiannon Welch,Italian,1.0,2.0,1.0,
Ziad Obermeyer,Public Health,3.0,5.0,1.0,0%
Jill Berrick,Social Welfare,3.8,4.0,8.0,58%
Martha Olney,Economics,4.4,3.4,172.0,89%
Claudia Ostertag,Civil & Environmental Engineering,5.0,3.0,1.0,100%
David Wiese,English,5.0,3.6,14.0,100%
Steven Hayward,Political Science,2.5,3.0,8.0,38%
Reza Alam,Mechanical Engineering,4.1,3.9,16.0,89%
Kathleen McCarthy,Classics,4.0,3.5,10.0,100%
Khalilah Beal,Mathematics,3.6,3.9,15.0,65%
Gerard Marriott,Bioengineering,4.0,2.0,1.0,100%
Shyam Parekh,Computer Science,2.4,4.4,15.0,34%
Jonathan Sheehan,History,4.8,3.8,19.0,100%
McFeely Goodman,Mathematics,5.0,2.5,2.0,100%
Sarah Song,Legal Studies,4.2,3.1,35.0,82%
Giuliana Perco,Italian,5.0,3.0,3.0,100%
Richard Kim,Philosophy,4.8,3.0,9.0,100%
Luis Gonzalez-Reimann,Religious Studies,4.7,1.5,13.0,100%
Alexandra Michaud,Slavic Languages amp Literatures,,,,
Sabrina Agarwal,Anthropology,3.2,2.9,54.0,88%
Jan Engelmann,Psychology,3.9,2.6,6.0,50%
Mark Csikszentmihalyi,Asian Studies,5.0,2.9,6.0,100%
Joseph De Quattro,Writing,5.0,2.5,26.0,100%
Michael Anderson,Economics,3.9,2.6,5.0,100%
Jordan Ruyle,English,5.0,3.3,19.0,95%
Sonia Bishop,Psychology,3.5,3.2,13.0,75%
Irina Conboy,Bioengineering,3.3,4.3,14.0,75%
Hayley Lam,Engineering,5.0,1.8,5.0,100%
Emily West,Film,3.9,5.0,33.0,100%
Cruz Carlos,Civil amp Environmental Engineering,5.0,3.0,5.0,100%
Francesco Borrelli,Mechanical Engineering,4.9,4.1,4.0,100%
Lauren Kroiz,Art History,4.2,2.2,4.0,100%
Jason Price,Anthropology,5.0,1.0,1.0,100%
Nitash Balsara,Chemical Engineering,4.0,4.0,2.0,100%
Alexis Bell,Chemical Engineering,4.0,4.0,1.0,100%
Mario Telo,Classics,5.0,2.5,24.0,96%
Rachel Schmale,Psychology,4.9,2.9,8.0,100%
Hannah Michell,Asian Studies,3.5,3.4,9.0,72%
Pamela Fox,Computer Science,4.8,4.1,22.0,85%
Edward Evenson,History,2.0,2.0,1.0,100%
Daniel Blanton,English,4.1,3.0,26.0,100%
Stephanie Jones-Rogers,History,3.9,2.8,26.0,64%
Lucia Jacobs,Psychology,3.3,2.7,12.0,67%
Benson Au,Statistics,4.0,4.6,6.0,80%
Robert Ashmore,Chinese,3.3,4.0,30.0,50%
Robert Strand,Business Administration,5.0,2.5,2.0,100%
Joanna Picciotto,English,4.8,3.4,32.0,82%
Ramya Janandharan,East Asian Studies,4.8,1.8,3.0,100%
Mike Leong,Mathematics,4.8,3.1,11.0,100%
Sanjay Hukku,Film,3.2,3.3,3.0,
John Dougherty,Ethnic Studies,5.0,2.8,17.0,100%
Hillary Falb,History,5.0,4.0,1.0,
Brad Erickson,Anthropology,3.1,2.7,6.0,
Marc Boucai,Theatre & Dance,4.5,3.5,4.0,
Kinch Hoekstra,Political Science,5.0,4.0,20.0,93%
Michael Crommie,Physics,4.5,2.9,19.0,91%
Juan Nico Pereda,Film,2.0,2.0,1.0,0%
Colleen Lye,Arts & Humanities,,,,
Desmond Jagmohan,Political Science,4.5,4.1,26.0,74%
Brandi Catanese,Theatre & Dance,4.5,3.3,37.0,100%
Amy Pickering,Civil amp Environmental Engineering,1.0,2.0,1.0,0%
Thomas Scanlon,Mathematics,3.4,3.1,91.0,69%
Richard Grijalva,Rhetoric,2.9,3.3,6.0,60%
Puck Engman,History,4.0,3.3,7.0,86%
Clancy Wilmott,Geography,4.0,2.8,7.0,100%
Alan Yeh,French,5.0,3.0,1.0,100%
Kristin Primus,Philosophy,4.6,4.1,22.0,90%
Anna Eng,Women's Studies,5.0,3.0,30.0,100%
Biwen Zhang,Business Administration,4.9,3.0,20.0,80%
Linda Wilbrecht,Psychology,3.6,4.0,8.0,60%
Sara Hinkley,City  Regional Planning,3.2,3.4,5.0,60%
Ming Hsu,Business Administration,3.3,3.3,12.0,75%
Kyoko Takahara,Japanese,3.8,4.4,3.0,100%
Scott Carson,Economics,3.2,3.4,35.0,53%
Patrick Kirch,Anthropology,4.3,2.8,10.0,
David Bogy,Mechanical Engineering,3.0,3.3,3.0,100%
John Kaiser,Sociology,5.0,2.9,19.0,100%
Silvia Bunge,Psychology,2.9,3.5,28.0,15%
Theresa Honein,Mathematics,4.4,3.9,5.0,80%
Johann Frick,Philosophy,4.5,3.5,2.0,100%
David Card,Economics,4.2,3.5,12.0,100%
Celeste Kidd,Psychology,3.3,3.0,6.0,100%
Jason Bircea,English,5.0,3.0,1.0,100%
Park Sinchaisri,Business Administration,5.0,3.6,4.0,100%
Joanna Reed,Sociology,4.3,3.0,41.0,68%
Dan Golub,Education,1.0,3.0,1.0,0%
Shari Huhndorf,Ethnic Studies,,,,
Adrian Montufar,Music,3.0,4.0,1.0,
Robert Kayen,Civil Engineering,5.0,2.9,12.0,100%
Brian Mirea,Anthropology,4.5,3.0,2.0,100%
Eric Neuscamman,Chemistry,3.8,4.0,46.0,81%
Tim Markowitz,Environ. Sci. Policy & Mgmt.,3.9,3.0,15.0,84%
Wick Haxton,Physics,,,,
Ana Arias,Electrical Engineering,1.6,3.5,11.0,34%
Dan Acland,Economics,2.3,4.5,170.0,46%
Jasper Rine,Biology,2.9,3.9,72.0,17%
Lisa Gold,Music,4.4,2.0,3.0,100%
Jennifer Skeem,Social Welfare,2.0,5.0,1.0,
Kwabena Bediako,Chemistry,5.0,3.8,17.0,100%
Owen Barrett,Mathematics,,,,
Abhishek Kaicker,History,4.6,3.3,9.0,100%
Ali Niknejad,Electrical Engineering,3.8,3.9,13.0,100%
Margaret Salifu,Writing,5.0,3.0,15.0,100%
Madeleine Kresin,English,,,,
Louis Wong,MolecularCellular Biology,,,,
Katherine Bondy,English,,,,
William Burton,French,5.0,2.6,5.0,100%
Mark Danner,Journalism,5.0,3.4,3.0,100%
Khalilah Beal-Uribe,Mathematics,5.0,1.0,1.0,100%
Christian Paiz,Ethnic Studies,4.1,3.0,9.0,67%
Perry De Valpine,Environ. Sci. Policy & Mgmt.,2.9,3.4,6.0,50%
James Demmel,Mathematics,2.3,3.8,23.0,60%
Catherine Bordel,Physics,4.5,4.3,51.0,90%
Christopher Kutz,Law,4.0,3.4,30.0,67%
Steven Fish,Political Science,4.9,3.4,120.0,86%
Ameer Loggins,African-American Studies,5.0,1.5,2.0,100%
Mark Leinauer,Law,3.3,3.1,22.0,50%
Teresa Head-Gordon,Bioengineering,2.5,4.0,51.0,35%
Susanna Elm,Religious Studies,4.1,3.5,18.0,100%
Matthew Berry,History,4.6,3.4,26.0,92%
Keith Plymale,Architecture,4.5,3.2,46.0,100%
Matthew Parker,English,4.6,2.5,9.0,100%
Alan Alan Ross,Business Administration,4.4,3.0,13.0,100%
Celeste Langan,English,3.4,3.6,45.0,70%
Joan McQuade,English,5.0,1.0,4.0,100%
Conradine Wong,Law,,,,
Steven Beissinger,Environmental Science,,,,
Robert Ovetz,Sociology,,,,
Peter Haine,Mathematics,,,,
Alan Hubbard,Statistics,,,,
Eaman Jahani,Statistics,2.4,3.4,3.0,100%
Jean Johnstone,Public Policy,5.0,2.0,1.0,100%
Nathan Levine,Languages,1.0,5.0,1.0,
Zachary Pardos,Computer Science,1.0,5.0,2.0,
Bernadette Perez,History,,,,
Tijana Petrovic,Film,5.0,1.0,1.0,100%
Matteo Riccardi,Comparative Literature,,,,
Pedro Rolon,English,4.0,2.0,1.0,100%
Jessie Salas,"Art, Media, & Design",5.0,4.0,1.0,100%
Guanyu Su,Nuclear Engineering,5.0,3.0,1.0,100%
Timothy Tangherlini,Scandinavian,5.0,2.6,5.0,100%
Hendrik Utzat,Chemistry,,,,
Scott Walin,English,,,,
Ysis Wilson-Tafter,Data Science,1.0,2.0,1.0,
Tyrone Hayes,Biology,4.8,3.5,25.0,100%
Thomas Chen,Engineering,1.0,5.0,1.0,
Brittney Cooper,Cognitive Science,,,,
Lincoln Cushing,Art History,5.0,1.0,3.0,100%
Nicolá¡s  Depetris-Chauvin,Economics,,,,
Timmia DeRoy,Theatre & Dance,5.0,3.0,1.0,100%
Tony Drummond,Chemistry,,,,
Leo Dunsker,English,,,,
Nilam Faqhir,Ethnic Studies,,,,
Christian Gonzalez Reyes,Literature,,,,
Rangoli Goyal,Mathematics,5.0,4.0,1.0,100%
Lilla  Gyoengyver Balint,Physical Education,,,,
Tory Adkisson,English,5.0,3.0,3.0,100%
Azza Ahmad,Near Eastern Studies,5.0,2.0,1.0,100%
Kenneth Allen,Psychology,1.0,4.0,1.0,
Robert Barrett,English,,,,
Jason Wittenberg,Political Science,3.0,3.6,59.0,54%
Duncan Macrae,Classics,4.6,2.6,17.0,100%
Shawn Chi,Economics,4.0,4.0,14.0,100%
Chiyuma  Elliott,Ethnic Studies,5.0,2.0,1.0,100%
Carmen Butcher,English,4.0,4.0,22.0,77%
Edward Frenkel,Mathematics,3.8,2.9,79.0,64%
Taner Sen,Agriculture,4.0,4.0,1.0,100%
Vinod Aggarwal,Political Science,2.8,4.0,25.0,67%
Larry Robinson,Art,,,,
Aya De Leon,African-American Studies,2.6,2.5,12.0,17%
Aaron McDaniel,Business Administration,3.4,3.8,20.0,62%
Arnel Sancianco,Theatre & Dance,,,,
Laura Bonicatto,German,5.0,2.4,8.0,100%
James Vernon,History,4.3,2.8,23.0,91%
Kamla Ahluwalia,Biology,,,,
Adityanand Guntuboyina,Statistics,3.1,3.6,4.0,100%
Kyriakos Komvopoulos,Engineering,1.7,3.6,12.0,0%
Candace Slater,Portuguese,,,,
K. Peter Vollhardt,Chemistry,3.0,4.0,160.0,63%
Michael Mascuch,Rhetoric,3.9,3.5,16.0,63%
David Foster,Psychology,3.0,3.9,12.0,70%
Wesley Holliday,Philosophy,4.1,3.8,12.0,100%
Joseph Gonzalez,Data Science,5.0,3.0,1.0,100%
Scott Stephens,Environmental Science,5.0,1.0,1.0,100%
Ala Moradian,Mechanical Engineering,2.0,1.0,1.0,
Daniel Barsky,Physics,5.0,4.5,2.0,100%
Monica  Castillejos-Aragon,Legal Studies,,,,
Frederick Vincent,African-American Studies,3.5,1.4,17.0,100%
Diliana Angelova,Art History,2.1,3.9,9.0,50%
Ethan Katz,History,4.0,3.3,10.0,67%
David Miller,Music,5.0,2.0,1.0,100%
James McHale,Psychology,,,,
Leo Harrington,Mathematics,2.4,3.1,40.0,
Jane Hammon,Writing,4.6,2.8,8.0,
Jorge Liderman,Music,3.5,2.0,1.0,
Marilyn Fabe,Film,4.3,2.6,22.0,
Davitt Moroney,Music,4.2,1.9,27.0,
Jonathan Bachrach,Computer Science,,,,
Bart Grossman,Social Welfare,,,,
Joseph Campos,Psychology,3.9,3.1,16.0,
George Shanthikumar,Engineering,4.4,1.6,9.0,
Johan Klehs,Political Science,3.5,3.2,6.0,
Terry MacHen,Biology,3.4,3.1,35.0,
JW Morris,Engineering,3.6,2.5,12.0,
Kristen Luker,Sociology,3.4,1.9,24.0,
Paul Groth,Architecture,4.4,3.1,20.0,
Felipe Guitierrez,Rhetoric,,,,
Mel Gordon,Theatre & Dance,3.6,2.4,14.0,
Arthur Ogus,Mathematics,3.1,4.0,35.0,
Daniel Klein,Computer Science,4.6,2.8,8.0,
Adriana Hernandez-Rodrigue,Spanish,4.3,2.5,2.0,
David Pieper,Geography,5.0,1.0,1.0,
Tom Laqueur,History,4.0,2.8,25.0,100%
Robert Berring,Legal Studies,4.2,1.9,17.0,
Beverly Crawford,Economics,4.5,3.7,28.0,
Armen Der Kiureghian,Engineering,3.5,4.0,5.0,
Anna Livia Brawn,French,4.2,2.9,12.0,
Philip Gerard,German,4.5,2.5,2.0,
Tom Alber,Biology,4.0,2.9,12.0,
Francoise Sorgen-Goldschmidt,French,3.8,3.3,4.0,
Miguel Altieri,Environmental Science,3.3,3.1,10.0,
Roberto Horowitz,Engineering,3.8,3.3,10.0,
Midiyanto Midiyanto,Music,4.5,1.3,6.0,100%
Gary Holland,Linguistics,3.0,3.7,16.0,
Brian Staskawicz,Biology,3.5,2.5,9.0,
Hamid Algar,Near Eastern Studies,3.9,2.5,14.0,
James Godzik,Mathematics,3.6,1.0,4.0,
Tsit-Yuen Lam,Mathematics,3.7,2.6,18.0,
Rashi Glazer,Business Administration,4.9,3.0,4.0,
C. Susheel Bibbs,Engineering,2.0,2.9,13.0,
Darry Sragow,Political Science,4.8,1.7,3.0,100%
Matt Parrott,Philosophy,4.6,3.8,4.0,
Felipe Rincon,Mathematics,5.0,2.5,2.0,
Stephanie Pearson,Art History,4.9,3.2,19.0,100%
Julie Suh,Business Administration,4.9,1.9,7.0,
Sophia Rabe-Hesketh,Education,4.0,2.5,2.0,
Nathan Ilten,Mathematics,4.1,3.4,7.0,
Charles Marcil,Mechanical Engineering,5.0,3.0,1.0,
Edmund Egan,Economics,,,,
Enrique Iglesia,Chemical Engineering,4.0,3.3,3.0,100%
Elad Alon,Electrical Engineering,5.0,3.4,5.0,100%
Michael Nagler,Peace & Conflict Studies,3.8,3.2,15.0,100%
Jerry Sanders,Peace & Conflict Studies,2.7,3.4,75.0,
Mike Boots,Biology,4.5,3.0,2.0,100%
Heather Haveman,Sociology,2.2,3.1,29.0,9%
Ian MacCormack,East Asian Studies,5.0,3.0,2.0,100%
Brian Harvey,Computer Science,4.2,3.1,68.0,
Hannah Ginsborg,Philosophy,3.4,3.3,23.0,
Lydia Sohn,Engineering,2.0,3.1,19.0,100%
Justin Tiwald,Philosophy,5.0,2.0,1.0,
David Kaspar,Mathematics,3.5,4.0,3.0,
Barry Eichengreen,Economics,3.6,3.8,26.0,84%
Jacob Wang,English,,,,
Cati de los Rios,Education,5.0,1.0,2.0,100%
William Fithian,Statistics,3.0,3.3,4.0,100%
Claudia Albano,Social Welfare,4.8,1.7,6.0,
David O'Sullivan,Geography,3.5,3.0,1.0,
Margaret Dhaemers,Architecture,4.3,2.7,3.0,
Haw Yang,Chemistry,2.4,4.5,6.0,
Mark Sawchuk,History,4.6,3.1,8.0,
Ronald Yeung,Mechanical Engineering,2.9,3.6,7.0,
Paul Thiem,Psychology,2.0,1.0,1.0,0%
Jacqueline Siapno,Near Eastern Studies,1.0,4.0,1.0,0%
Clelia Donovan,Portuguese,5.0,2.8,12.0,100%
Tara Buss,Political Science,,,,
Alex Carstensen,Psychology,3.8,3.3,6.0,100%
Liz Horberg,Psychology,5.0,2.0,1.0,
Elif Kale-Lostuvali,Sociology,2.7,2.5,11.0,46%
John Stehlin,Geography,4.0,2.8,6.0,75%
Jake Anderson,Statistics,,,,
Maria Paz Gutierrez,Architecture,,,,
Sarah Nina Kelsey,Political Science,2.0,4.2,6.0,34%
Alastair Iles,Environ. Sci. Policy & Mgmt.,4.8,3.1,17.0,100%
Umesh V. Vazirani,Computer Science,3.8,3.5,15.0,100%
Carolyn Trist,Geography,4.3,2.4,60.0,87%
Daniel Immerwahr,History,3.4,3.9,14.0,
Justin Brashares,Environmental Science,4.6,2.6,23.0,80%
Ariel Shannon,Italian,4.6,2.1,21.0,91%
Elsa Elmahdy,Near Eastern Studies,5.0,3.3,7.0,100%
Jean Ahn,Music,4.5,3.0,7.0,100%
Jared Greene,Rhetoric,1.7,4.6,13.0,
Kyle Livie,History,5.0,1.7,3.0,
Maria Vendetti,French,3.8,3.0,2.0,
Tony Mirabelli,Education,3.7,1.8,5.0,
Sharon Stanley,Political Science,3.0,3.0,2.0,
Amy Strage,Psychology,4.8,1.7,3.0,
John Drabble,International Studies,2.8,3.0,3.0,
Gaius Stern,Art History,1.6,3.8,6.0,
Glenn Richman,Music,2.0,4.0,1.0,
Aleksandra Utiralova,Mathematics,4.8,4.0,3.0,100%
Benjamin Hermalin,Business Administration,2.3,2.7,6.0,
Zachary Judson,Mathematics,4.0,3.0,4.0,
Heather McMichael,Spanish,3.0,2.5,4.0,
David Freedman,Mathematics,1.2,4.8,10.0,
Judith Stilgenbauer,Landscape Architecture & Regional Planning,4.0,3.9,5.0,
Bob Buchanan,Biology,2.8,3.7,10.0,
John Ellwood,Public Policy,4.0,1.0,1.0,
Rada Brooks,Business Administration,3.7,1.6,19.0,
Kathryn Abrams,Legal Studies,4.6,3.4,7.0,
Juan Caballero,Comparative Literature,3.5,2.5,6.0,
RE Panagiotou,Not Specified,5.0,2.0,1.0,
Thaveeporn Vasavakul,Asian Studies,3.3,3.3,3.0,
Michelle Baron,Theatre & Dance,4.3,3.0,2.0,
Katie Brakora,Biology,3.4,3.5,4.0,
David Cohen,Rhetoric,4.0,1.5,2.0,
Richard Kramer,Biology,4.3,2.8,4.0,
