Name,Department,Rating,Difficulty,Number of Reviews,Would Take Again
Soojin Lee,Professor in the Languages department at University of California Berkeley,5,2.3,10,100%
Dan Himelstein,Professor in the Business Administration department at University of California Berkeley,3.9,1.9,12,78%
Imogen Hart,Professor in the Art History department at University of California Berkeley,5,2.4,3,100%
Sourav Chatterjee,Professor in the Statistics department at University of California Berkeley,4.5,2,4,100%
Rajan Udwani,Professor in the Industrial Engineering department at University of California Berkeley,3.5,5,2,50%
Ivy Mills,Professor in the Art History department at University of California Berkeley,3.9,3.6,6,75%
Dena Fehrenbacher,Professor in the English department at University of California Berkeley,N/A,N/A,,N/A
Robert Kaufman,Professor in the Comparative Literature department at University of California Berkeley,3.4,3.4,16,67%
Bill Weigel,Professor in the Linguistics department at University of California Berkeley,3.6,1.5,17,90%
Alan Weinstein,Professor in the Mathematics department at University of California Berkeley,3,3.2,24,100%
Eric Falci,Professor in the English department at University of California Berkeley,4.8,2.8,19,100%
Stefania Pandolfo,Professor in the Anthropology department at University of California Berkeley,2.9,2.6,29,34%
Tae Kim,Professor in the East Asian Studies department at University of California Berkeley,5,1,2,100%
Laurent El Ghaoui,Professor in the Electrical Engineering department at University of California Berkeley,5,3,1,100%
Nema Lankarani,Professor in the Cognitive Science department at University of California Berkeley,5,3,3,100%
Alexander Ullman,Professor in the English department at University of California Berkeley,5,2,1,100%
Taehyun Kim,Professor in the Asian Studies department at University of California Berkeley,3,2,1,0%
Geoffrey Koziol,Professor in the History department at University of California Berkeley,3.7,3,22,80%
Adam Anderson,Professor in the Data Science department at University of California Berkeley,2,2,1,0%
Audrie Lin,Professor in the Public Health department at University of California Berkeley,N/A,N/A,,N/A
Simon Rogghe,Professor in the French department at University of California Berkeley,4.5,2,2,100%
Klara Libman,Professor in the Slavic Languages & Literatures department at University of California Berkeley,5,2.4,5,100%
Evelyn Chang,Professor in the Social Welfare department at University of California Berkeley,5,2.4,5,100%
Anibel Ferus-Comelo,Professor in the Public Policy department at University of California Berkeley,5,2.5,2,100%
Gabriel Lenz,Professor in the Political Science department at University of California Berkeley,4.5,3,4,100%
Alina Predescu,Professor in the Film department at University of California Berkeley,2.3,4,3,0%
Gary  Mochizuki,Professor in the Civil Engineering department at University of California Berkeley,N/A,N/A,,N/A
Kristin Zodrow,Professor in the English department at University of California Berkeley,N/A,N/A,,N/A
Joseph Klett,Professor in the Sociology department at University of California Berkeley,5,3,7,100%
Alp Sipahigil,Professor in the Physics department at University of California Berkeley,N/A,N/A,,N/A
Julien Lafortune,Professor in the Economics department at University of California Berkeley,5,2,1,100%
Ann Keller,Professor in the Public Health department at University of California Berkeley,5,4,1,100%
Maki Takata,Professor in the Japanese department at University of California Berkeley,4,3.1,24,59%
Patina Mendez,Professor in the Environmental Science department at University of California Berkeley,5,2.5,2,100%
Danya Lagos,Professor in the Sociology department at University of California Berkeley,N/A,N/A,,N/A
John Cutler,Professor in the English department at University of California Berkeley,5,3.4,5,100%
Dana Swensen,Professor in the English department at University of California Berkeley,N/A,N/A,,N/A
Hernan Garcia,Professor in the Molecular/Cellular Biology department at University of California Berkeley,1,5,3,N/A
Cori Hayden,Professor in the Anthropology department at University of California Berkeley,4.5,2.9,31,88%
Richard Ashcroft,Professor in the Political Science department at University of California Berkeley,4.1,4,36,78%
Helen Lew,Professor in the Biology department at University of California Berkeley,4,4,40,100%
Omar Hernandez,Professor in the Business Administration department at University of California Berkeley,4.3,3.5,19,75%
Richard Allen,Professor in the Earth Science department at University of California Berkeley,5,2.3,60,95%
Ronald Cohen,Professor in the Chemistry department at University of California Berkeley,2.4,3.8,30,50%
Peter Zinoman,Professor in the History department at University of California Berkeley,3.9,3,17,100%
Kurt Spreyer,Professor in the Environmental Science department at University of California Berkeley,3.8,2.6,128,89%
Matthew Denham,Professor in the Physical Education department at University of California Berkeley,5,3.5,2,100%
Lakshmi Eassey,Professor in the Journalism department at University of California Berkeley,3,3,1,100%
Micheal Eisen,Professor in the Molecular/Cellular Biology department at University of California Berkeley,N/A,N/A,,N/A
Grace Erny,Professor in the Classics department at University of California Berkeley,5,3,5,100%
Delarys Estrada,Professor in the English department at University of California Berkeley,1,5,1,N/A
Hany Farid,Professor in the Computer Science department at University of California Berkeley,5,4,3,100%
Patricia Gaborik,Professor in the Italian department at University of California Berkeley,N/A,N/A,,N/A
Jay Graham,Professor in the Public Health department at University of California Berkeley,5,2,1,100%
Marina Romani,Professor in the Sociology department at University of California Berkeley,5,2.1,15,100%
Kameshwar Poolla,Professor in the Engineering department at University of California Berkeley,4.6,2.8,27,92%
Mina Aganagic,Professor in the Mathematics department at University of California Berkeley,4.3,3.3,87,82%
Kristin Hanson,Professor in the English department at University of California Berkeley,2.3,3.6,24,60%
Mary-Ann Robak,Professor in the Chemistry department at University of California Berkeley,5,5,153,79%
Michelle Douskey,Professor in the Chemistry department at University of California Berkeley,4,3.5,212,88%
Swupnil Sahai,Professor in the Data Science department at University of California Berkeley,5,3.1,35,94%
Lorenzo  Lones,Professor in the Molecular/Cellular Biology department at University of California Berkeley,3.4,3.9,8,100%
Rondi Gilbert-Mauldon,Professor in the English department at University of California Berkeley,3.7,3.3,6,N/A
Frank Schultz,Professor in the Business Administration department at University of California Berkeley,4.4,2.9,7,N/A
Matt Baker,Professor in the Mathematics department at University of California Berkeley,5,2,1,N/A
Douglas Long,Professor in the Biology department at University of California Berkeley,3.4,3.4,9,N/A
Nick Wilson,Professor in the Sociology department at University of California Berkeley,5,2,1,N/A
Juan Berumen,Professor in the Ethnic Studies department at University of California Berkeley,3.8,4.3,8,84%
Randy Schekman,Professor in the Biology department at University of California Berkeley,2.8,3.9,34,36%
Gary Firestone,Professor in the Biology department at University of California Berkeley,4.8,2.1,53,93%
Nicholas Paige,Professor in the French department at University of California Berkeley,4,3.3,26,100%
Katrin Wehrheim,Professor in the Mathematics department at University of California Berkeley,2,3.9,123,20%
Teresa Smith,Professor in the Art department at University of California Berkeley,3.6,3.4,10,N/A
Garrison Sposito,Professor in the Engineering department at University of California Berkeley,3.8,3,18,N/A
Renate Holub,Professor in the History department at University of California Berkeley,2.7,2.9,34,N/A
Minh Nguyen,Professor in the Public Policy department at University of California Berkeley,5,1,1,N/A
Michael Kowen,Professor in the Sociology department at University of California Berkeley,5,3.7,3,100%
Alexis Brice Bouthier,Professor in the Mathematics department at University of California Berkeley,4,2.6,9,50%
Marcos Garcia,Professor in the English department at University of California Berkeley,3.5,1.5,2,100%
Niek Veldhuis,Professor in the Near Eastern Studies department at University of California Berkeley,5,1,4,100%
Judy Sakanari,Professor in the Biology department at University of California Berkeley,4.6,2,5,N/A
Liliana Loofbourow,Professor in the English department at University of California Berkeley,4.3,3,3,N/A
Joseph Jordan,Professor in the English department at University of California Berkeley,4.7,2.4,10,N/A
Christopher Goetz,Professor in the Film department at University of California Berkeley,4.5,4,2,100%
Greg Duncan,Professor in the Economics department at University of California Berkeley,3,3.6,20,N/A
Glenn Woroch,Professor in the Economics department at University of California Berkeley,3.1,3.1,36,N/A
Manuel Vargas,Professor in the Philosophy department at University of California Berkeley,3.3,3.9,7,N/A
Carlos Munoz,Professor in the Ethnic Studies department at University of California Berkeley,3.3,2.3,16,N/A
Santought Mikaelian,Professor in the Near Eastern Studies department at University of California Berkeley,4.5,1,1,N/A
Janak Ramakrishnan,Professor in the Mathematics department at University of California Berkeley,2.4,3.6,11,N/A
Francesca Giovanini,Professor in the Peace & Conflict Studies department at University of California Berkeley,3.8,3.1,14,N/A
Deborah Nolan,Professor in the Statistics department at University of California Berkeley,2,3.4,17,0%
Per Peterson,Professor in the Nuclear Engineering department at University of California Berkeley,4.5,2,2,100%
Massimiliano Fratoni,Professor in the Nuclear Engineering department at University of California Berkeley,4.3,2.6,5,75%
Brendan Hamilton,Professor in the Slavic Languages & Literatures department at University of California Berkeley,1,5,1,0%
David Allstot,Professor in the Mechanical Engineering department at University of California Berkeley,3,4,1,N/A
David Larue,Professor in the Biology department at University of California Berkeley,3.7,3.3,3,N/A
David Wemmer,Professor in the Chemistry department at University of California Berkeley,2.4,4.1,19,100%
Chana Kronfeld,Professor in the Comparative Literature department at University of California Berkeley,4.8,2,7,N/A
Sharlan Nemeth,Professor in the Psychology department at University of California Berkeley,2,3.2,5,N/A
Nancy Van House,Professor in the Information Systems department at University of California Berkeley,2.9,3.2,5,N/A
Craig Moritz,Professor in the Biology department at University of California Berkeley,2.7,2,9,N/A
Claude Fischer,Professor in the Sociology department at University of California Berkeley,4.8,2.4,5,N/A
Ryan Ikeda,Professor in the Rhetoric department at University of California Berkeley,5,1.8,3,100%
Christine Rosen,Professor in the Business Administration department at University of California Berkeley,3.8,2.9,9,50%
Marsha Saxton,Professor in the Interdisciplinary Studies department at University of California Berkeley,4.2,2.2,13,67%
Donald Sarason,Professor in the Mathematics department at University of California Berkeley,3.5,2.2,30,N/A
Joan Hollinger,Professor in the Legal Studies department at University of California Berkeley,3,3.5,23,N/A
Joe McBride,Professor in the Environmental Science department at University of California Berkeley,4.6,3,8,N/A
Harold Lecar,Professor in the Biology department at University of California Berkeley,4.2,1.7,3,N/A
William Lester,Professor in the Chemistry department at University of California Berkeley,1.8,3.8,22,N/A
David Dowall,Professor in the Urban Design & Development department at University of California Berkeley,3.8,2,2,N/A
Tonya Dewey,Professor in the German department at University of California Berkeley,4.7,1.6,8,N/A
John Welsh,Professor in the Engineering department at University of California Berkeley,3.4,3.6,7,N/A
Robert Hirst,Professor in the English department at University of California Berkeley,4.8,1.7,3,N/A
Naomi Ginsberg,Professor in the Chemistry department at University of California Berkeley,4.3,3,5,100%
Terri Bimes,Professor in the Political Science department at University of California Berkeley,4.1,3.1,11,84%
Kathleen Moran,Professor in the Interdisciplinary Studies department at University of California Berkeley,3,2,1,100%
Richard Perry,Professor in the Legal Studies department at University of California Berkeley,4.1,2.6,34,77%
David Sunding,Professor in the Economics department at University of California Berkeley,3.1,2.9,29,0%
Samuel (Sam) Pimentel,Professor in the Statistics department at University of California Berkeley,3.1,4,6,60%
Jeremy Magruder,Professor in the Economics department at University of California Berkeley,2.9,4.5,20,67%
Ali Mesbah,Professor in the Chemical Engineering department at University of California Berkeley,N/A,N/A,,N/A
Timothy Justus,Professor in the Psychology department at University of California Berkeley,4.8,2,3,N/A
Alexei Tchistyi,Professor in the Business Administration department at University of California Berkeley,4.5,2,1,N/A
Katrina Winzeler,Professor in the Philosophy department at University of California Berkeley,5,3,2,100%
Andrew Neureuther,Professor in the Electrical Engineering department at University of California Berkeley,3.7,3.8,9,100%
Sherrie Gallipeau,Professor in the Biology department at University of California Berkeley,5,4,1,100%
Gabriel Milner,Professor in the History department at University of California Berkeley,5,3,2,100%
Nike Sun,Professor in the Statistics department at University of California Berkeley,3.5,4,4,50%
Paul Rabinow,Professor in the Anthropology department at University of California Berkeley,2.3,3.7,3,0%
Kathryn Klar,Professor in the International Studies department at University of California Berkeley,3.1,3.4,24,100%
John Gerhart,Professor in the Biology department at University of California Berkeley,3.8,2,4,100%
Robin Lakoff,Professor in the Linguistics department at University of California Berkeley,2,2.7,26,0%
Ayse Agis,Professor in the Women's Studies department at University of California Berkeley,3.5,2.2,32,0%
Anthony Rizzuto,Professor in the Chemistry department at University of California Berkeley,5,3,1,100%
Erich S. Gruen,Professor in the History department at University of California Berkeley,4.7,3.8,9,100%
Kimmen Sjolander,Professor in the Bioengineering department at University of California Berkeley,1.3,4.5,4,0%
Richard Scheffler,Professor in the Public Health department at University of California Berkeley,2.4,1.3,3,100%
Dave Wahl,Professor in the Geography department at University of California Berkeley,4.5,4,1,N/A
Kevin Sweeney,Professor in the Business Administration department at University of California Berkeley,5,4,1,N/A
Whitney Reiner,Professor in the Biology department at University of California Berkeley,4.8,4,2,100%
Kenneth Speirs,Professor in the English department at University of California Berkeley,3.7,2.4,13,N/A
Blake Johnson,Professor in the History department at University of California Berkeley,5,2.3,6,100%
David Pereira,Professor in the Music department at University of California Berkeley,4.1,3.6,30,70%
John McAuliffe,Professor in the Statistics department at University of California Berkeley,4,3,1,N/A
Junqiao Wu,Professor in the Materials Science department at University of California Berkeley,4,2.3,4,67%
Katherine O'neill,Professor in the Environ. Sci. Policy & Mgmt. department at University of California Berkeley,N/A,N/A,,N/A
Tom McEnaney,Professor in the Spanish department at University of California Berkeley,4,2.7,6,67%
Suneel Udpa,Professor in the Business Administration department at University of California Berkeley,4.8,2.7,21,100%
Jonathan Larner-Lewis,Professor in the English department at University of California Berkeley,5,1,2,N/A
James McIvor,Professor in the Mathematics department at University of California Berkeley,4.7,1.6,8,100%
Jocelyn Rodal,Professor in the English department at University of California Berkeley,5,3,3,N/A
Michael Taylor,Professor in the History department at University of California Berkeley,4.8,3.5,4,100%
Zachary Manfredi,Professor in the Rhetoric department at University of California Berkeley,5,4,1,100%
Leslie Elwell,Professor in the Italian department at University of California Berkeley,5,2.4,5,N/A
Christopher Tompkins,Professor in the Education department at University of California Berkeley,5,2.4,3,100%
Tom Griffiths,Professor in the Cognitive Science department at University of California Berkeley,4.5,2.1,11,N/A
Alexandra Mittler,Professor in the German department at University of California Berkeley,4.5,3,1,N/A
Rasmus Nielsen,Professor in the Biology department at University of California Berkeley,3.8,2.8,7,100%
Sarah Chihaya,Professor in the Comparative Literature department at University of California Berkeley,4.8,3,2,N/A
Sita Patel,Professor in the Psychology department at University of California Berkeley,4,2,1,N/A
Nikki Pratt,Professor in the Psychology department at University of California Berkeley,2.8,3.5,4,N/A
Mike Urbancic,Professor in the Economics department at University of California Berkeley,4,3,3,N/A
Daniel Brooks,Professor in the Slavic Languages & Literatures department at University of California Berkeley,4.8,2.5,2,N/A
Seung-Wuk Lee,Professor in the Bioengineering department at University of California Berkeley,N/A,N/A,,N/A
Sheng Luan,Professor in the Plant Biology department at University of California Berkeley,2,5,1,N/A
Román  Luján,Professor in the Spanish department at University of California Berkeley,5,3,1,100%
Boris Mladenov,Professor in the Mathematics department at University of California Berkeley,3.5,4.5,2,100%
Olivia Natan,Professor in the Business Administration department at University of California Berkeley,1,5,1,N/A
peter nelson,Professor in the Anthropology department at University of California Berkeley,3,3,1,N/A
Busisiwe Nsele,Professor in the Art History department at University of California Berkeley,N/A,N/A,,N/A
Emily Nusbaum,Professor in the Interdisciplinary Studies department at University of California Berkeley,5,2,1,100%
Robert Chung,Professor in the Statistics department at University of California Berkeley,4.5,2.5,4,100%
Ed Timke,Professor in the Mass Communications department at University of California Berkeley,4.5,3.1,9,84%
Dan Spiegel,Professor in the Architecture department at University of California Berkeley,3.5,3.5,2,50%
Gilad Sharvit,Professor in the Religious Studies department at University of California Berkeley,5,4,1,100%
Carter Koppelman,Professor in the Sociology department at University of California Berkeley,5,4,2,100%
Bill Berry,Professor in the Earth Science department at University of California Berkeley,3.8,1.4,50,N/A
Steven Brenner,Professor in the Biology department at University of California Berkeley,2.8,4.3,4,N/A
Hiroshi Nikaido,Professor in the Biology department at University of California Berkeley,2.5,4,24,N/A
Michael Hout,Professor in the Sociology department at University of California Berkeley,3.3,2,18,N/A
Jhonni Carr,Professor in the Spanish department at University of California Berkeley,N/A,N/A,,N/A
Sylvia Flatt,Professor in the Sociology department at University of California Berkeley,5,3,2,100%
Deirdre Martin,Professor in the Political Science department at University of California Berkeley,4,3.7,3,67%
Graham Fleming,Professor in the Chemistry department at University of California Berkeley,1,5,4,0%
Joseph Scalice,Professor in the Asian Studies department at University of California Berkeley,4.8,2,8,100%
George Roderick,Professor in the Biology department at University of California Berkeley,3.7,2.3,15,88%
Ellen Robey,Professor in the Biology department at University of California Berkeley,2.9,3.8,9,40%
Jason Luger,Professor in the City  Regional Planning department at University of California Berkeley,4,2.2,4,100%
Kimberly Freeman,Professor in the English department at University of California Berkeley,4.4,3.1,6,100%
Arja Logman,Professor in the Architecture department at University of California Berkeley,3,4,2,50%
Shahwali Ahmadi,Professor in the Near Eastern Studies department at University of California Berkeley,4.5,2.3,17,100%
Sarah MacDonald,Professor in the Mass Communications department at University of California Berkeley,5,3,2,N/A
Jake Malone,Professor in the Comparative Literature department at University of California Berkeley,N/A,N/A,,N/A
Siri Brown,Professor in the African-American Studies department at University of California Berkeley,4.3,2.8,18,50%
Alexander Walker,Professor in the Music department at University of California Berkeley,5,3.2,14,100%
Greg Castillo,Professor in the Architecture department at University of California Berkeley,4.5,1.9,7,100%
Irene Bloemraad,Professor in the Sociology department at University of California Berkeley,3.9,3.5,26,80%
Wooseok Ha,Professor in the Statistics department at University of California Berkeley,3.2,4.4,5,40%
Cathy Lu,Professor in the Art department at University of California Berkeley,N/A,N/A,,N/A
Zachary Lamb,Professor in the City & Regional Planning department at University of California Berkeley,3.4,3.5,7,58%
Nora Broege,Professor in the Sociology department at University of California Berkeley,3.3,3,12,50%
John Kubiatowicz,Professor in the Computer Science department at University of California Berkeley,4.5,5,2,50%
Yun S Song,Professor in the Statistics department at University of California Berkeley,4.3,4.6,14,88%
Michael Nachman,Professor in the Biology department at University of California Berkeley,4.9,3.1,7,100%
Kim Freeman,Professor in the Writing department at University of California Berkeley,4.5,3.6,6,100%
Shaunak Modak,Professor in the Astronomy department at University of California Berkeley,5,5,1,100%
Sebastian Eterovic,Professor in the Mathematics department at University of California Berkeley,5,3.4,3,100%
Kan Liu,Professor in the Geography department at University of California Berkeley,1,4,1,0%
Tara Hottman,Professor in the English department at University of California Berkeley,5,2,3,100%
Christine Hastorf,Professor in the Anthropology department at University of California Berkeley,2.8,3.4,18,20%
Tessa Talebi,Professor in the Political Science department at University of California Berkeley,5,1,1,100%
Vince Law,Professor in the Business Administration department at University of California Berkeley,5,4,1,100%
Ghazal Rahimi,"Professor in the Art, Media, & Design department at University of California Berkeley",1,5,1,0%
Anne Nesbet,Professor in the Film department at University of California Berkeley,4.4,3.6,30,85%
Bill Dietrich,Professor in the Earth Science department at University of California Berkeley,3.4,3.8,6,67%
Michael Tuncap,Professor in the Ethnic Studies department at University of California Berkeley,4.9,4,11,100%
Tom Carlson,Professor in the Biology department at University of California Berkeley,4.1,2.4,121,70%
Javad Lavaei,Professor in the Industrial Engineering department at University of California Berkeley,3.5,3.6,8,75%
James Holston,Professor in the Anthropology department at University of California Berkeley,3.5,2.5,34,62%
Lisa Maher,Professor in the Anthropology department at University of California Berkeley,4.8,3,12,86%
John McNamara,Professor in the Art department at University of California Berkeley,4.7,2,22,50%
Rutie Adler,Professor in the Near Eastern Studies department at University of California Berkeley,2,4,1,0%
Ken Sandy,Professor in the Industrial Engineering department at University of California Berkeley,3.1,3.3,7,50%
Michael Mahoney,Professor in the Statistics department at University of California Berkeley,2.6,4.4,11,50%
Hank Ibser,Professor in the Statistics department at University of California Berkeley,2.9,3.6,192,22%
Grace Gu,Professor in the Mechanical Engineering department at University of California Berkeley,4.5,3.4,19,89%
Anil Aswani,Professor in the Industrial Engineering department at University of California Berkeley,N/A,N/A,,N/A
Daniella Hirschfeld,Professor in the Landscape Architecture & Regional Planning department at University of California Berkeley,2,2.5,4,0%
Noah Warren,Professor in the English department at University of California Berkeley,N/A,N/A,,N/A
Gregory Choy,Professor in the Ethnic Studies department at University of California Berkeley,3.9,2.4,4,100%
Jesse Chapman,Professor in the Chinese department at University of California Berkeley,3,2.7,3,67%
Flor Feldman,Professor in the Mathematics department at University of California Berkeley,2.5,4.2,42,11%
Jugdep Chima,Professor in the Political Science department at University of California Berkeley,3,4.5,12,0%
Ndola Prata,Professor in the Public Health department at University of California Berkeley,N/A,N/A,,N/A
Clara Nicholls,Professor in the International Studies department at University of California Berkeley,4.3,2.6,5,100%
Jacob Garboury,Professor in the Film department at University of California Berkeley,5,3,1,100%
Lucas Davis,Professor in the Business Administration department at University of California Berkeley,3,3,4,0%
Hannah Stuart,Professor in the Mechanical Engineering department at University of California Berkeley,4,2.5,2,100%
Elizabeth (Libby) Gerard,Professor in the Education department at University of California Berkeley,N/A,N/A,,N/A
Michael Frenklach,Professor in the Engineering department at University of California Berkeley,3,4.4,50,34%
Van Carey,Professor in the Engineering department at University of California Berkeley,3.8,3.1,16,100%
Mary Kelsey,Professor in the Sociology department at University of California Berkeley,5,2.3,95,90%
Hsinyu Lin,Professor in the Chinese department at University of California Berkeley,5,3.3,19,100%
Jack Gallant,Professor in the Psychology department at University of California Berkeley,2.8,4.3,23,43%
Atreyee Gupta,Professor in the Art History department at University of California Berkeley,4,2.7,4,75%
Steven Stahler,Professor in the Physics department at University of California Berkeley,3.6,3.2,35,59%
Craig Nagasawa,Professor in the Art department at University of California Berkeley,4.9,2.4,10,100%
Jasper Bernes,Professor in the English department at University of California Berkeley,4.5,3.5,4,100%
Evgenia Duzhak,Professor in the Economics department at University of California Berkeley,2.9,4.1,9,56%
Christopher Muller,Professor in the Sociology department at University of California Berkeley,5,3.1,15,100%
John Marsden,Professor in the Chemistry department at University of California Berkeley,N/A,N/A,,N/A
Daniel Roddy,Professor in the History department at University of California Berkeley,5,3,1,100%
Richard Hernandez,Professor in the Journalism department at University of California Berkeley,5,1,1,100%
Marc Rieffel,Professor in the Mathematics department at University of California Berkeley,1,5,1,0%
Eugene Chiang,Professor in the Astronomy department at University of California Berkeley,4.4,3.6,16,80%
Juan Berumen,Professor in the Arts & Humanities department at University of California Berkeley,1.5,3,2,N/A
Martin Sanchez-Jankowski,Professor in the Not Specified department at University of California Berkeley,2.1,3.7,9,0%
Arianne Eason,Professor in the Psychology department at University of California Berkeley,4.3,2.8,6,100%
Daniel McKinsey,Professor in the Physics department at University of California Berkeley,2.4,3.4,3,50%
Juan Beruman,Professor in the American Studies department at University of California Berkeley,N/A,N/A,,N/A
Kathryn Funderburg,Professor in the English department at University of California Berkeley,N/A,N/A,,N/A
Nickolas Gable,Professor in the English department at University of California Berkeley,N/A,N/A,,N/A
Lawrence Hall,Professor in the Physics department at University of California Berkeley,1,4,1,N/A
Justin Berner,Professor in the Spanish department at University of California Berkeley,N/A,N/A,,N/A
Tae Ahn,Professor in the Statistics department at University of California Berkeley,N/A,N/A,,N/A
Judy Hopelain,Professor in the Business Administration department at University of California Berkeley,4.4,3.4,23,75%
Gregory Arena,Professor in the Biology department at University of California Berkeley,N/A,N/A,,N/A
Allison Post,Professor in the Political Science department at University of California Berkeley,1.5,4.4,4,0%
Jim Bishop,Professor in the Earth Science department at University of California Berkeley,2.9,3,37,38%
Kuan Hwa,Professor in the Rhetoric department at University of California Berkeley,5,2.5,2,100%
Valerie Zhang,Professor in the Business Administration department at University of California Berkeley,3.9,3.5,6,100%
Aditi Krishnapriyan,Professor in the Chemical Engineering department at University of California Berkeley,3.5,4.3,7,100%
Ellen Lumpkin,Professor in the Biology department at University of California Berkeley,2,3.5,2,100%
John Levine,Professor in the English department at University of California Berkeley,4.4,2.7,12,100%
Steve Welter,Professor in the Environmental Science department at University of California Berkeley,4.1,2.7,17,N/A
Lanchih Po,Professor in the East Asian Studies department at University of California Berkeley,4.9,3,10,100%
John DeNero,Professor in the Computer Science department at University of California Berkeley,5,4.5,206,93%
Gireeja Ranade,Professor in the Electrical Engineering department at University of California Berkeley,4,4,35,67%
Rebekah Marsh,Professor in the Not Specified department at University of California Berkeley,1.4,4.6,21,0%
Purin Phanichphant,Professor in the Art Media amp Design department at University of California Berkeley,5,3,63,100%
Rebecca Herman,Professor in the History department at University of California Berkeley,N/A,N/A,,N/A
Szonja Ivester,Professor in the Sociology department at University of California Berkeley,3.1,3.5,86,60%
Serena Villalobos,Professor in the Information Systems department at University of California Berkeley,3,3,1,N/A
Andrea Massari,Professor in the Statistics department at University of California Berkeley,3.4,3.4,5,100%
Judy Juanita,Professor in the English department at University of California Berkeley,1.3,4.3,5,N/A
Jose Ramirez-Latorre,Professor in the Cognitive Science department at University of California Berkeley,2.5,3.1,19,70%
Miriam Hernandez-Rodriguez,Professor in the Languages department at University of California Berkeley,N/A,N/A,,N/A
Camila Yadeau,Professor in the Rhetoric department at University of California Berkeley,N/A,N/A,,N/A
Gabriella Han,Professor in the Information Systems department at University of California Berkeley,N/A,N/A,,N/A
Junghee Park,Professor in the Languages department at University of California Berkeley,5,4,1,100%
Carisa Harris,Professor in the Industrial Engineering department at University of California Berkeley,4.5,2.5,2,100%
Reza Moazzami,Professor in the Business Administration department at University of California Berkeley,5,4,1,N/A
Amy Rowland,Professor in the English department at University of California Berkeley,5,3,1,100%
Thea Patterson,Professor in the Physical Education department at University of California Berkeley,N/A,N/A,,N/A
Rebecca Ennals,Professor in the Theatre & Dance department at University of California Berkeley,N/A,N/A,,N/A
Dan Chatman,Professor in the Urban Studies department at University of California Berkeley,3.5,4,7,100%
Mike Levine,Professor in the Biology department at University of California Berkeley,4.3,3,6,N/A
John Clarke,Professor in the Physics department at University of California Berkeley,4.6,1.8,4,N/A
Arash Komeili,Professor in the Biology department at University of California Berkeley,2.8,3.3,7,N/A
Raymond Seed,Professor in the Civil Engineering department at University of California Berkeley,3.9,3.3,7,N/A
Joann Conrad,Professor in the Anthropology department at University of California Berkeley,2.6,3.1,19,0%
Marshall Foletta,Professor in the History department at University of California Berkeley,3.9,3.3,10,N/A
Ken Worthy,Professor in the Environ. Sci. Policy & Mgmt. department at University of California Berkeley,4.1,2.3,32,85%
Merrill Shanks,Professor in the Political Science department at University of California Berkeley,2.7,2.6,5,N/A
Michael Martin,Professor in the Philosophy department at University of California Berkeley,5,4,1,N/A
Lauren Naturale,Professor in the English department at University of California Berkeley,2,3,1,N/A
Michael Grone,Professor in the Anthropology department at University of California Berkeley,5,1,1,N/A
Tara Phillips,Professor in the Comparative Literature department at University of California Berkeley,N/A,N/A,,N/A
Sharon Amacher,Professor in the Biology department at University of California Berkeley,4.5,3,10,N/A
Michael Johns,Professor in the Geography department at University of California Berkeley,4.1,2.8,9,N/A
Rachel Ward,Professor in the Spanish department at University of California Berkeley,N/A,N/A,,N/A
Kristen Rasmussen,Professor in the Nutrition department at University of California Berkeley,5,1.5,2,100%
Rachel Slaybaugh,Professor in the Nuclear Engineering department at University of California Berkeley,N/A,N/A,,N/A
Jack Mayer,Professor in the History department at University of California Berkeley,N/A,N/A,,N/A
Zack Powell,Professor in the Biology department at University of California Berkeley,2.1,3,15,N/A
Donald Mastronarde,Professor in the Classics department at University of California Berkeley,2.7,3.6,35,N/A
Anne Banfield,Professor in the English department at University of California Berkeley,2.7,3.7,18,N/A
Micheal Ranney,Professor in the Not Specified department at University of California Berkeley,3.6,3.2,5,N/A
James Wilcox,Professor in the Business Administration department at University of California Berkeley,3.2,3.2,19,N/A
Doris Maldonado,Professor in the Anthropology department at University of California Berkeley,2.5,1,1,N/A
Jeffrey Weiner,Professor in the Comparative Literature department at University of California Berkeley,3.9,3.8,9,N/A
Sherrilyn Roush,Professor in the Philosophy department at University of California Berkeley,1.9,3.4,7,N/A
Marilola Perez-Rodas,Professor in the Spanish department at University of California Berkeley,4,1,2,N/A
Koushik Sen,Professor in the Computer Science department at University of California Berkeley,3.1,3.4,4,N/A
Bethany Goldblum,Professor in the Nuclear Engineering department at University of California Berkeley,3.3,2.5,2,N/A
Yahil Zaban,Professor in the Religious Studies department at University of California Berkeley,4.5,1,1,N/A
Phillip Gordon,Professor in the Sociology department at University of California Berkeley,4.2,1.2,5,N/A
Konstantin Bobkov,Professor in the Physics department at University of California Berkeley,3.8,3.3,4,N/A
Song Li,Professor in the Bioengineering department at University of California Berkeley,3.6,1.8,10,N/A
Max Weintraub,Professor in the Environ. Sci. Policy & Mgmt. department at University of California Berkeley,3.3,2.7,3,N/A
James Sallee,Professor in the Economics department at University of California Berkeley,4.6,3.4,12,91%
Ryan Brutger,Professor in the Political Science department at University of California Berkeley,4,2.8,4,75%
Katherine Lee,Professor in the Writing department at University of California Berkeley,4.7,4.7,3,N/A
Phil Spector,Professor in the Statistics department at University of California Berkeley,4.1,3.1,9,N/A
Stanley Chen,Professor in the Philosophy department at University of California Berkeley,1,5,1,N/A
